Date,Departments and Agencies,Tenure,Employees
201606,Office of the Commissioner of Official Languages,Indeterminate,147
201606,Office of the Commissioner of Official Languages,Student,2
201606,Office of the Commissioner of Official Languages,Term,3
201606,Office of the Governor General's Secretary,Casual,11
201606,Office of the Governor General's Secretary,Indeterminate,134
201606,Office of the Governor General's Secretary,Student,7
201606,Office of the Governor General's Secretary,Term,11
201606,Office of the Public Sector Integrity Commissioner of Canada,Casual,2
201606,Office of the Public Sector Integrity Commissioner of Canada,Indeterminate,24
201606,Office of the Superintendent of Financial Institutions Canada,Casual,9
201606,Office of the Superintendent of Financial Institutions Canada,Indeterminate,623
201606,Office of the Superintendent of Financial Institutions Canada,Student,2
201606,Office of the Superintendent of Financial Institutions Canada,Term,25
201606,Office of the Superintendent of Financial Institutions Canada,Unknown,1
201606,Offices of the information and Privacy Commissioners of Canada,Casual,22
201606,Offices of the information and Privacy Commissioners of Canada,Indeterminate,228
201606,Offices of the information and Privacy Commissioners of Canada,Student,4
201606,Offices of the information and Privacy Commissioners of Canada,Term,9
201606,Parks Canada,Casual,70
201606,Parks Canada,Indeterminate,3559
201606,Parks Canada,Student,83
201606,Parks Canada,Term,557
201606,Parole Board of Canada,Casual,31
201606,Parole Board of Canada,Indeterminate,343
201606,Parole Board of Canada,Student,1
201606,Parole Board of Canada,Term,72
201606,Patented Medicine Prices Review Board Canada,Casual,2
201606,Patented Medicine Prices Review Board Canada,Indeterminate,63
201606,Patented Medicine Prices Review Board Canada,Term,3
201606,Privy Council Office,Casual,47
201606,Privy Council Office,Indeterminate,637
201606,Privy Council Office,Student,5
201606,Privy Council Office,Term,11
201606,Public Health Agency of Canada,Casual,108
201606,Public Health Agency of Canada,Indeterminate,1881
201606,Public Health Agency of Canada,Student,29
201606,Public Health Agency of Canada,Term,114
201606,Public Prosecution Service of Canada,Casual,13
201606,Public Prosecution Service of Canada,Indeterminate,911
201606,Public Prosecution Service of Canada,Term,57
201606,Public Safety Canada,Casual,104
201606,Public Safety Canada,Indeterminate,913
201606,Public Safety Canada,Student,41
201606,Public Safety Canada,Term,34
201606,Public Service Commission of Canada,Casual,32
201606,Public Service Commission of Canada,Indeterminate,684
201606,Public Service Commission of Canada,Student,10
201606,Public Service Commission of Canada,Term,8
201606,Public Services and Procurement Canada,Casual,660
201606,Public Services and Procurement Canada,Indeterminate,10583
201606,Public Services and Procurement Canada,Student,137
201606,Public Services and Procurement Canada,Term,615
201606,Public Services and Procurement Canada,Unknown,1
201606,RCMP External Review Committee,Indeterminate,5
201606,RCMP External Review Committee,Term,2
201606,Registrar of the Supreme Court of Canada,Casual,12
201606,Registrar of the Supreme Court of Canada,Indeterminate,152
201606,Registrar of the Supreme Court of Canada,Student,12
201606,Registrar of the Supreme Court of Canada,Term,34
201606,Royal Canadian Mounted Police (Civilian Staff),Casual,176
201606,Royal Canadian Mounted Police (Civilian Staff),Indeterminate,5877
201606,Royal Canadian Mounted Police (Civilian Staff),Student,49
201606,Royal Canadian Mounted Police (Civilian Staff),Term,426
201606,Royal Canadian Mounted Police (Civilian Staff),Unknown,1
201606,Science and Engineering Research Canada,Indeterminate,356
201606,Science and Engineering Research Canada,Term,59
201606,Security Intelligence Review Committee,Indeterminate,17
201606,Security Intelligence Review Committee,Student,2
201606,Security Intelligence Review Committee,Term,2
201606,Shared Services Canada,Casual,211
201606,Shared Services Canada,Indeterminate,4647
201606,Shared Services Canada,Student,47
201606,Shared Services Canada,Term,235
201606,Shared Services Canada,Unknown,1
201606,Social Sciences and Humanities Research Council of Canada,Indeterminate,169
201606,Social Sciences and Humanities Research Council of Canada,Term,30
201606,Statistical Survey Operations,Indeterminate,406
201606,Statistical Survey Operations,Student,1
201606,Statistical Survey Operations,Term,1327
201606,Statistics Canada,Casual,303
201606,Statistics Canada,Indeterminate,4351
201606,Statistics Canada,Student,121
201606,Statistics Canada,Term,1253
201606,Statistics Canada,Unknown,1
201606,Status of Women Canada,Casual,8
201606,Status of Women Canada,Indeterminate,76
201606,Status of Women Canada,Student,1
201606,Status of Women Canada,Term,3
201606,The Correctional Investigator Canada,Casual,1
201606,The Correctional Investigator Canada,Indeterminate,33
201606,The Correctional Investigator Canada,Student,2
201606,The Correctional Investigator Canada,Term,1
201606,Transport Canada,Casual,66
201606,Transport Canada,Indeterminate,4905
201606,Transport Canada,Student,19
201606,Transport Canada,Term,73
201606,Transportation Safety Board of Canada,Casual,4
201606,Transportation Safety Board of Canada,Indeterminate,206
201606,Transportation Safety Board of Canada,Term,5
201606,Treasury Board of Canada Secretariat,Casual,80
201606,Treasury Board of Canada Secretariat,Indeterminate,1575
201606,Treasury Board of Canada Secretariat,Student,18
201606,Treasury Board of Canada Secretariat,Term,40
201606,Treasury Board of Canada Secretariat,Unknown,2
201606,Veterans Affairs Canada,Casual,263
201606,Veterans Affairs Canada,Indeterminate,2352
201606,Veterans Affairs Canada,Student,31
201606,Veterans Affairs Canada,Term,121
201606,Veterans Review and Appeal Board,Casual,1
201606,Veterans Review and Appeal Board,Indeterminate,71
201606,Veterans Review and Appeal Board,Term,22
201606,Western Economic Diversification Canada,Casual,4
201606,Western Economic Diversification Canada,Indeterminate,248
201606,Western Economic Diversification Canada,Student,10
201606,Western Economic Diversification Canada,Term,12
201609,Administrative Tribunals Support Service of Canada,Casual,26
201609,Administrative Tribunals Support Service of Canada,Indeterminate,381
201609,Administrative Tribunals Support Service of Canada,Student,9
201609,Administrative Tribunals Support Service of Canada,Term,141
201609,Administrative Tribunals Support Service of Canada,Unknown,1
201609,Agriculture and Agri-Food Canada,Casual,185
201609,Agriculture and Agri-Food Canada,Indeterminate,4292
201609,Agriculture and Agri-Food Canada,Student,587
201609,Agriculture and Agri-Food Canada,Term,297
201609,Atlantic Canada Opportunities Agency,Casual,15
201609,Atlantic Canada Opportunities Agency,Indeterminate,550
201609,Atlantic Canada Opportunities Agency,Student,14
201609,Atlantic Canada Opportunities Agency,Term,8
201609,Canada Border Services Agency,Casual,127
201609,Canada Border Services Agency,Indeterminate,13181
201609,Canada Border Services Agency,Student,337
201609,Canada Border Services Agency,Term,186
201609,Canada Revenue Agency,Indeterminate,30733
201609,Canada Revenue Agency,Student,893
201609,Canada Revenue Agency,Term,7316
201609,Canada School of Public Service,Casual,19
201609,Canada School of Public Service,Indeterminate,536
201609,Canada School of Public Service,Student,17
201609,Canada School of Public Service,Term,19
201609,Canadian Dairy Commission,Casual,1
201609,Canadian Dairy Commission,Indeterminate,51
201609,Canadian Dairy Commission,Student,2
201609,Canadian Dairy Commission,Term,5
201609,Canadian Environmental Assessment Agency,Casual,15
201609,Canadian Environmental Assessment Agency,Indeterminate,213
201609,Canadian Environmental Assessment Agency,Student,10
201609,Canadian Environmental Assessment Agency,Term,29
201609,Canadian Food Inspection Agency,Indeterminate,5510
201609,Canadian Food Inspection Agency,Student,81
201609,Canadian Food Inspection Agency,Term,609
201609,Canadian Grain Commission,Casual,4
201609,Canadian Grain Commission,Indeterminate,386
201609,Canadian Grain Commission,Student,1
201609,Canadian Grain Commission,Term,28
201609,Canadian Heritage,Casual,50
201609,Canadian Heritage,Indeterminate,1505
201609,Canadian Heritage,Student,63
201609,Canadian Heritage,Term,89
201609,Canadian Heritage,Unknown,1
201609,Canadian High Arctic Research Station,Casual,2
201609,Canadian High Arctic Research Station,Indeterminate,19
201609,Canadian High Arctic Research Station,Term,9
201609,Canadian High Arctic Research Station,Unknown,2
201609,Canadian Human Rights Commission,Casual,3
201609,Canadian Human Rights Commission,Indeterminate,164
201609,Canadian Human Rights Commission,Student,9
201609,Canadian Human Rights Commission,Term,14
201609,Canadian Institutes of Health Research,Indeterminate,372
201609,Canadian Institutes of Health Research,Student,19
201609,Canadian Institutes of Health Research,Term,35
201609,Canadian Intergovernmental Conference Secretariat,Casual,1
201609,Canadian Intergovernmental Conference Secretariat,Indeterminate,21
201609,Canadian Intergovernmental Conference Secretariat,Student,1
201609,Canadian Northern Economic Development Agency,Casual,3
201609,Canadian Northern Economic Development Agency,Indeterminate,74
201609,Canadian Northern Economic Development Agency,Term,2
201609,Canadian Nuclear Safety Commission,Indeterminate,743
201609,Canadian Nuclear Safety Commission,Student,13
201609,Canadian Nuclear Safety Commission,Term,92
201609,Canadian Nuclear Safety Commission,Unknown,1
201609,Canadian Radio-television and Telecommunications Commission,Casual,8
201609,Canadian Radio-television and Telecommunications Commission,Indeterminate,409
201609,Canadian Radio-television and Telecommunications Commission,Student,8
201609,Canadian Radio-television and Telecommunications Commission,Term,23
201609,Canadian Space Agency,Casual,39
201609,Canadian Space Agency,Indeterminate,536
201609,Canadian Space Agency,Student,36
201609,Canadian Space Agency,Term,34
201609,Canadian Transportation Agency,Casual,8
201609,Canadian Transportation Agency,Indeterminate,185
201609,Canadian Transportation Agency,Student,4
201609,Canadian Transportation Agency,Term,15
201609,Civilian Review and Complaints Commission for the RCMP,Casual,5
201609,Civilian Review and Complaints Commission for the RCMP,Indeterminate,50
201609,Civilian Review and Complaints Commission for the RCMP,Student,2
201609,Civilian Review and Complaints Commission for the RCMP,Term,7
201609,Communications Security Establishment,Casual,3
201609,Communications Security Establishment,Indeterminate,2001
201609,Communications Security Establishment,Student,73
201609,Communications Security Establishment,Term,74
201609,Copyright Board Canada,Indeterminate,14
201609,Copyright Board Canada,Term,2
201609,Correctional Service Canada,Casual,165
201609,Correctional Service Canada,Indeterminate,16237
201609,Correctional Service Canada,Student,64
201609,Correctional Service Canada,Term,753
201609,Courts Administration Service,Casual,21
201609,Courts Administration Service,Indeterminate,517
201609,Courts Administration Service,Student,18
201609,Courts Administration Service,Term,93
201609,Department of Finance Canada,Casual,15
201609,Department of Finance Canada,Indeterminate,726
201609,Department of Finance Canada,Student,10
201609,Department of Finance Canada,Term,3
201609,Department of Finance Canada,Unknown,1
201609,Department of Justice Canada,Casual,81
201609,Department of Justice Canada,Indeterminate,4080
201609,Department of Justice Canada,Student,45
201609,Department of Justice Canada,Term,340
201609,Economic Development Agency of Canada for the Regions of Quebec,Casual,24
201609,Economic Development Agency of Canada for the Regions of Quebec,Indeterminate,271
201609,Economic Development Agency of Canada for the Regions of Quebec,Student,9
201609,Economic Development Agency of Canada for the Regions of Quebec,Term,21
201609,Elections Canada,Casual,39
201609,Elections Canada,Indeterminate,320
201609,Elections Canada,Student,13
201609,Elections Canada,Term,192
201609,Employment and Social Development Canada,Casual,443
201609,Employment and Social Development Canada,Indeterminate,17143
201609,Employment and Social Development Canada,Student,432
201609,Employment and Social Development Canada,Term,4897
201609,Environment and Climate Change Canada,Casual,114
201609,Environment and Climate Change Canada,Indeterminate,5622
201609,Environment and Climate Change Canada,Student,280
201609,Environment and Climate Change Canada,Term,372
201609,Federal Economic Development Agency for Southern Ontario,Casual,13
201609,Federal Economic Development Agency for Southern Ontario,Indeterminate,170
201609,Federal Economic Development Agency for Southern Ontario,Student,3
201609,Federal Economic Development Agency for Southern Ontario,Term,17
201609,Federal Judges not part of any department,Indeterminate,1120
201609,Financial Consumer Agency of Canada,Casual,13
201609,Financial Consumer Agency of Canada,Indeterminate,78
201609,Financial Consumer Agency of Canada,Student,2
201609,Financial Consumer Agency of Canada,Term,5
201609,Financial Transactions and Reports Analysis Centre of Canada,Indeterminate,321
201609,Financial Transactions and Reports Analysis Centre of Canada,Student,24
201609,Financial Transactions and Reports Analysis Centre of Canada,Term,22
201609,Financial Transactions and Reports Analysis Centre of Canada,Unknown,1
201609,Fisheries and Oceans Canada,Casual,438
201609,Fisheries and Oceans Canada,Indeterminate,8609
201609,Fisheries and Oceans Canada,Student,93
201609,Fisheries and Oceans Canada,Term,1096
201609,Fisheries and Oceans Canada,Unknown,12
201609,Global Affairs Canada,Casual,168
201609,Global Affairs Canada,Indeterminate,5345
201609,Global Affairs Canada,Student,156
201609,Global Affairs Canada,Term,266
201609,Global Affairs Canada,Unknown,3
201609,Health Canada,Casual,157
201609,Health Canada,Indeterminate,8289
201609,Health Canada,Student,185
201609,Health Canada,Term,517
201609,Health Canada,Unknown,4
201609,Immigration and Refugee Board of Canada,Casual,39
201609,Immigration and Refugee Board of Canada,Indeterminate,730
201609,Immigration and Refugee Board of Canada,Student,15
201609,Immigration and Refugee Board of Canada,Term,184
201609,"Immigration, Refugees and Citizenship Canada",Casual,434
201609,"Immigration, Refugees and Citizenship Canada",Indeterminate,4533
201609,"Immigration, Refugees and Citizenship Canada",Student,92
201609,"Immigration, Refugees and Citizenship Canada",Term,1335
201609,"Immigration, Refugees and Citizenship Canada",Unknown,6
201609,Indian Oil and Gas Canada,Casual,3
201609,Indian Oil and Gas Canada,Indeterminate,74
201609,Indian Oil and Gas Canada,Term,7
201609,Indigenous and Northern Affairs Canada,Casual,163
201609,Indigenous and Northern Affairs Canada,Indeterminate,3920
201609,Indigenous and Northern Affairs Canada,Student,242
201609,Indigenous and Northern Affairs Canada,Term,199
201609,Infrastructure Canada,Casual,17
201609,Infrastructure Canada,Indeterminate,302
201609,Infrastructure Canada,Student,20
201609,Infrastructure Canada,Term,17
201609,"Innovation, Science and Economic Development Canada",Casual,103
201609,"Innovation, Science and Economic Development Canada",Indeterminate,4487
201609,"Innovation, Science and Economic Development Canada",Student,130
201609,"Innovation, Science and Economic Development Canada",Term,111
201609,International Joint Commission,Casual,1
201609,International Joint Commission,Indeterminate,24
201609,International Joint Commission,Student,1
201609,International Joint Commission,Term,5
201609,Library and Archives Canada,Casual,46
201609,Library and Archives Canada,Indeterminate,755
201609,Library and Archives Canada,Student,19
201609,Library and Archives Canada,Term,94
201609,Military Grievances External Review Committee,Casual,1
201609,Military Grievances External Review Committee,Indeterminate,33
201609,Military Grievances External Review Committee,Term,2
201609,Military Police Complaints Commission of Canada,Casual,2
201609,Military Police Complaints Commission of Canada,Indeterminate,22
201609,Military Police Complaints Commission of Canada,Student,1
201609,Military Police Complaints Commission of Canada,Term,2
201609,National Defence,Casual,669
201609,National Defence,Indeterminate,21181
201609,National Defence,Student,322
201609,National Defence,Term,822
201609,National Energy Board,Casual,7
201609,National Energy Board,Indeterminate,410
201609,National Energy Board,Student,1
201609,National Energy Board,Term,45
201609,National Film Board,Indeterminate,335
201609,National Film Board,Term,41
201609,National Research Council Canada,Indeterminate,3189
201609,National Research Council Canada,Student,70
201609,National Research Council Canada,Term,577
201609,National Research Council Canada,Unknown,3
201609,Natural Resources Canada,Casual,147
201609,Natural Resources Canada,Indeterminate,3591
201609,Natural Resources Canada,Student,132
201609,Natural Resources Canada,Term,268
201609,Office of the Auditor General of Canada,Casual,1
201609,Office of the Auditor General of Canada,Indeterminate,516
201609,Office of the Auditor General of Canada,Student,33
201609,Office of the Auditor General of Canada,Term,46
201609,Office of the Auditor General of Canada,Unknown,2
201609,Office of the Commissioner for Federal Judicial Affairs Canada,Indeterminate,52
201609,Office of the Commissioner of Lobbying of Canada,Indeterminate,25
201609,Office of the Commissioner of Official Languages,Casual,4
201609,Office of the Commissioner of Official Languages,Indeterminate,145
201609,Office of the Commissioner of Official Languages,Student,2
201609,Office of the Commissioner of Official Languages,Term,5
201609,Office of the Governor General's Secretary,Casual,4
201609,Office of the Governor General's Secretary,Indeterminate,132
201609,Office of the Governor General's Secretary,Student,1
201609,Office of the Governor General's Secretary,Term,13
201609,Office of the Public Sector Integrity Commissioner of Canada,Indeterminate,25
201609,Office of the Superintendent of Financial Institutions Canada,Casual,6
201609,Office of the Superintendent of Financial Institutions Canada,Indeterminate,628
201609,Office of the Superintendent of Financial Institutions Canada,Student,12
201609,Office of the Superintendent of Financial Institutions Canada,Term,26
201609,Office of the Superintendent of Financial Institutions Canada,Unknown,4
201609,Offices of the information and Privacy Commissioners of Canada,Casual,18
201609,Offices of the information and Privacy Commissioners of Canada,Indeterminate,227
201609,Offices of the information and Privacy Commissioners of Canada,Student,6
201609,Offices of the information and Privacy Commissioners of Canada,Term,10
201609,Parks Canada,Casual,59
201609,Parks Canada,Indeterminate,3985
201609,Parks Canada,Student,312
201609,Parks Canada,Term,824
201609,Parole Board of Canada,Casual,28
201609,Parole Board of Canada,Indeterminate,351
201609,Parole Board of Canada,Student,10
201609,Parole Board of Canada,Term,76
201609,Patented Medicine Prices Review Board Canada,Casual,1
201609,Patented Medicine Prices Review Board Canada,Indeterminate,67
201609,Patented Medicine Prices Review Board Canada,Unknown,1
201609,Privy Council Office,Casual,36
201609,Privy Council Office,Indeterminate,620
201609,Privy Council Office,Student,20
201609,Privy Council Office,Term,27
201609,Public Health Agency of Canada,Casual,67
201609,Public Health Agency of Canada,Indeterminate,1901
201609,Public Health Agency of Canada,Student,100
201609,Public Health Agency of Canada,Term,126
201609,Public Prosecution Service of Canada,Casual,17
201609,Public Prosecution Service of Canada,Indeterminate,931
201609,Public Prosecution Service of Canada,Student,5
201609,Public Prosecution Service of Canada,Term,63
201609,Public Safety Canada,Casual,75
201609,Public Safety Canada,Indeterminate,943
201609,Public Safety Canada,Student,39
201609,Public Safety Canada,Term,44
201609,Public Service Commission of Canada,Casual,37
201609,Public Service Commission of Canada,Indeterminate,688
201609,Public Service Commission of Canada,Student,27
201609,Public Service Commission of Canada,Term,12
201609,Public Services and Procurement Canada,Casual,367
201609,Public Services and Procurement Canada,Indeterminate,10860
201609,Public Services and Procurement Canada,Student,336
201609,Public Services and Procurement Canada,Term,746
201609,Public Services and Procurement Canada,Unknown,2
201609,RCMP External Review Committee,Indeterminate,5
201609,RCMP External Review Committee,Term,2
201609,Registrar of the Supreme Court of Canada,Casual,6
201609,Registrar of the Supreme Court of Canada,Indeterminate,152
201609,Registrar of the Supreme Court of Canada,Student,15
201609,Registrar of the Supreme Court of Canada,Term,41
201609,Royal Canadian Mounted Police (Civilian Staff),Casual,104
201609,Royal Canadian Mounted Police (Civilian Staff),Indeterminate,6082
201609,Royal Canadian Mounted Police (Civilian Staff),Student,76
201609,Royal Canadian Mounted Police (Civilian Staff),Term,463
201609,Royal Canadian Mounted Police (Civilian Staff),Unknown,1
201609,Science and Engineering Research Canada,Indeterminate,360
201609,Science and Engineering Research Canada,Student,13
201609,Science and Engineering Research Canada,Term,63
201609,Security Intelligence Review Committee,Indeterminate,17
201609,Security Intelligence Review Committee,Student,1
201609,Security Intelligence Review Committee,Term,2
201609,Shared Services Canada,Casual,116
201609,Shared Services Canada,Indeterminate,4662
201609,Shared Services Canada,Student,96
201609,Shared Services Canada,Term,292
201609,Shared Services Canada,Unknown,1
201609,Social Sciences and Humanities Research Council of Canada,Indeterminate,170
201609,Social Sciences and Humanities Research Council of Canada,Student,4
201609,Social Sciences and Humanities Research Council of Canada,Term,30
201609,Statistical Survey Operations,Indeterminate,457
201609,Statistical Survey Operations,Term,1333
201609,Statistics Canada,Casual,110
201609,Statistics Canada,Indeterminate,4410
201609,Statistics Canada,Student,190
201609,Statistics Canada,Term,439
201609,Status of Women Canada,Casual,8
201609,Status of Women Canada,Indeterminate,80
201609,Status of Women Canada,Student,1
201609,Status of Women Canada,Term,6
201609,The Correctional Investigator Canada,Casual,1
201609,The Correctional Investigator Canada,Indeterminate,34
201609,The Correctional Investigator Canada,Student,1
201609,The Correctional Investigator Canada,Term,1
201609,Transport Canada,Casual,51
201609,Transport Canada,Indeterminate,4773
201609,Transport Canada,Student,38
201609,Transport Canada,Term,80
201609,Transportation Safety Board of Canada,Casual,4
201609,Transportation Safety Board of Canada,Indeterminate,203
201609,Transportation Safety Board of Canada,Student,2
201609,Transportation Safety Board of Canada,Term,4
201609,Treasury Board of Canada Secretariat,Casual,50
201609,Treasury Board of Canada Secretariat,Indeterminate,1609
201609,Treasury Board of Canada Secretariat,Student,49
201609,Treasury Board of Canada Secretariat,Term,63
201609,Veterans Affairs Canada,Casual,106
201609,Veterans Affairs Canada,Indeterminate,2295
201609,Veterans Affairs Canada,Student,62
201609,Veterans Affairs Canada,Term,162
201609,Veterans Review and Appeal Board,Indeterminate,71
201609,Veterans Review and Appeal Board,Term,22
201609,Western Economic Diversification Canada,Casual,7
201609,Western Economic Diversification Canada,Indeterminate,244
201609,Western Economic Diversification Canada,Student,13
201609,Western Economic Diversification Canada,Term,10
201612,Administrative Tribunals Support Service of Canada,Casual,19
201612,Administrative Tribunals Support Service of Canada,Indeterminate,385
201612,Administrative Tribunals Support Service of Canada,Student,7
201612,Administrative Tribunals Support Service of Canada,Term,131
201612,Administrative Tribunals Support Service of Canada,Unknown,1
201612,Agriculture and Agri-Food Canada,Casual,126
201612,Agriculture and Agri-Food Canada,Indeterminate,4305
201612,Agriculture and Agri-Food Canada,Student,297
201612,Agriculture and Agri-Food Canada,Term,269
201612,Atlantic Canada Opportunities Agency,Casual,12
201612,Atlantic Canada Opportunities Agency,Indeterminate,554
201612,Atlantic Canada Opportunities Agency,Student,3
201612,Atlantic Canada Opportunities Agency,Term,11
201612,Canada Border Services Agency,Casual,14
201612,Canada Border Services Agency,Indeterminate,13131
201612,Canada Border Services Agency,Student,208
201612,Canada Border Services Agency,Term,176
201612,Canada Revenue Agency,Indeterminate,30947
201612,Canada Revenue Agency,Student,638
201612,Canada Revenue Agency,Term,7428
201612,Canada School of Public Service,Casual,9
201612,Canada School of Public Service,Indeterminate,524
201612,Canada School of Public Service,Term,11
201612,Canadian Dairy Commission,Casual,3
201612,Canadian Dairy Commission,Indeterminate,54
201612,Canadian Dairy Commission,Student,1
201612,Canadian Dairy Commission,Term,4
201612,Canadian Environmental Assessment Agency,Casual,5
201612,Canadian Environmental Assessment Agency,Indeterminate,222
201612,Canadian Environmental Assessment Agency,Student,1
201612,Canadian Environmental Assessment Agency,Term,31
201612,Canadian Food Inspection Agency,Indeterminate,5541
201612,Canadian Food Inspection Agency,Student,57
201612,Canadian Food Inspection Agency,Term,640
201612,Canadian Grain Commission,Casual,1
201612,Canadian Grain Commission,Indeterminate,386
201612,Canadian Grain Commission,Term,24
201612,Canadian Heritage,Casual,42
201612,Canadian Heritage,Indeterminate,1539
201612,Canadian Heritage,Student,53
201612,Canadian Heritage,Term,83
201612,Canadian High Arctic Research Station,Casual,3
201612,Canadian High Arctic Research Station,Indeterminate,17
201612,Canadian High Arctic Research Station,Term,8
201612,Canadian High Arctic Research Station,Unknown,1
201612,Canadian Human Rights Commission,Indeterminate,163
201612,Canadian Human Rights Commission,Student,1
201612,Canadian Human Rights Commission,Term,13
201612,Canadian Institutes of Health Research,Indeterminate,388
201612,Canadian Institutes of Health Research,Student,1
201612,Canadian Institutes of Health Research,Term,40
201612,Canadian Intergovernmental Conference Secretariat,Indeterminate,20
201612,Canadian Intergovernmental Conference Secretariat,Term,1
201612,Canadian Northern Economic Development Agency,Casual,1
201612,Canadian Northern Economic Development Agency,Indeterminate,76
201612,Canadian Northern Economic Development Agency,Student,1
201612,Canadian Northern Economic Development Agency,Term,1
201612,Canadian Nuclear Safety Commission,Indeterminate,757
201612,Canadian Nuclear Safety Commission,Student,11
201612,Canadian Nuclear Safety Commission,Term,91
201612,Canadian Radio-television and Telecommunications Commission,Casual,2
201612,Canadian Radio-television and Telecommunications Commission,Indeterminate,411
201612,Canadian Radio-television and Telecommunications Commission,Student,1
201612,Canadian Radio-television and Telecommunications Commission,Term,22
201612,Canadian Space Agency,Casual,32
201612,Canadian Space Agency,Indeterminate,540
201612,Canadian Space Agency,Student,29
201612,Canadian Space Agency,Term,33
201612,Canadian Transportation Agency,Casual,10
201612,Canadian Transportation Agency,Indeterminate,185
201612,Canadian Transportation Agency,Term,14
201612,Civilian Review and Complaints Commission for the RCMP,Casual,1
201612,Civilian Review and Complaints Commission for the RCMP,Indeterminate,51
201612,Civilian Review and Complaints Commission for the RCMP,Term,7
201612,Communications Security Establishment,Casual,2
201612,Communications Security Establishment,Indeterminate,2036
201612,Communications Security Establishment,Student,1
201612,Communications Security Establishment,Term,70
201612,Communications Security Establishment,Unknown,1
201612,Copyright Board Canada,Indeterminate,13
201612,Copyright Board Canada,Term,2
201612,Correctional Service Canada,Casual,106
201612,Correctional Service Canada,Indeterminate,16365
201612,Correctional Service Canada,Student,12
201612,Correctional Service Canada,Term,773
201612,Courts Administration Service,Casual,4
201612,Courts Administration Service,Indeterminate,523
201612,Courts Administration Service,Student,3
201612,Courts Administration Service,Term,90
201612,Department of Finance Canada,Casual,9
201612,Department of Finance Canada,Indeterminate,721
201612,Department of Finance Canada,Student,6
201612,Department of Finance Canada,Term,3
201612,Department of Finance Canada,Unknown,1
201612,Department of Justice Canada,Casual,52
201612,Department of Justice Canada,Indeterminate,4061
201612,Department of Justice Canada,Student,6
201612,Department of Justice Canada,Term,319
201612,Department of Justice Canada,Unknown,1
201612,Economic Development Agency of Canada for the Regions of Quebec,Casual,9
201612,Economic Development Agency of Canada for the Regions of Quebec,Indeterminate,263
201612,Economic Development Agency of Canada for the Regions of Quebec,Student,4
201612,Economic Development Agency of Canada for the Regions of Quebec,Term,31
201612,Elections Canada,Casual,18
201612,Elections Canada,Indeterminate,326
201612,Elections Canada,Student,8
201612,Elections Canada,Term,194
201612,Employment and Social Development Canada,Casual,381
201612,Employment and Social Development Canada,Indeterminate,17268
201612,Employment and Social Development Canada,Student,202
201612,Employment and Social Development Canada,Term,5196
201612,Environment and Climate Change Canada,Casual,133
201612,Environment and Climate Change Canada,Indeterminate,5671
201612,Environment and Climate Change Canada,Student,108
201612,Environment and Climate Change Canada,Term,387
201612,Federal Economic Development Agency for Southern Ontario,Casual,4
201612,Federal Economic Development Agency for Southern Ontario,Indeterminate,174
201612,Federal Economic Development Agency for Southern Ontario,Student,1
201612,Federal Economic Development Agency for Southern Ontario,Term,22
201612,Federal Judges not part of any department,Indeterminate,1131
201612,Financial Consumer Agency of Canada,Casual,6
201612,Financial Consumer Agency of Canada,Indeterminate,77
201612,Financial Consumer Agency of Canada,Term,5
201612,Financial Transactions and Reports Analysis Centre of Canada,Indeterminate,321
201612,Financial Transactions and Reports Analysis Centre of Canada,Student,3
201612,Financial Transactions and Reports Analysis Centre of Canada,Term,25
201612,Fisheries and Oceans Canada,Casual,235
201612,Fisheries and Oceans Canada,Indeterminate,8613
201612,Fisheries and Oceans Canada,Student,33
201612,Fisheries and Oceans Canada,Term,1012
201612,Fisheries and Oceans Canada,Unknown,12
201612,Global Affairs Canada,Casual,81
201612,Global Affairs Canada,Indeterminate,5356
201612,Global Affairs Canada,Student,31
201612,Global Affairs Canada,Term,293
201612,Global Affairs Canada,Unknown,1
201612,Health Canada,Casual,120
201612,Health Canada,Indeterminate,8360
201612,Health Canada,Student,48
201612,Health Canada,Term,524
201612,Health Canada,Unknown,1
201612,Immigration and Refugee Board of Canada,Casual,16
201612,Immigration and Refugee Board of Canada,Indeterminate,755
201612,Immigration and Refugee Board of Canada,Student,2
201612,Immigration and Refugee Board of Canada,Term,175
201612,"Immigration, Refugees and Citizenship Canada",Casual,518
201612,"Immigration, Refugees and Citizenship Canada",Indeterminate,4591
201612,"Immigration, Refugees and Citizenship Canada",Student,37
201612,"Immigration, Refugees and Citizenship Canada",Term,1286
201612,"Immigration, Refugees and Citizenship Canada",Unknown,6
201612,Indian Oil and Gas Canada,Indeterminate,73
201612,Indian Oil and Gas Canada,Term,10
201612,Indigenous and Northern Affairs Canada,Casual,121
201612,Indigenous and Northern Affairs Canada,Indeterminate,3943
201612,Indigenous and Northern Affairs Canada,Student,91
201612,Indigenous and Northern Affairs Canada,Term,216
201612,Infrastructure Canada,Casual,1
201612,Infrastructure Canada,Indeterminate,298
201612,Infrastructure Canada,Student,3
201612,Infrastructure Canada,Term,14
201612,"Innovation, Science and Economic Development Canada",Casual,63
201612,"Innovation, Science and Economic Development Canada",Indeterminate,4562
201612,"Innovation, Science and Economic Development Canada",Student,3
201612,"Innovation, Science and Economic Development Canada",Term,129
201612,International Joint Commission,Indeterminate,23
201612,International Joint Commission,Term,5
201612,Library and Archives Canada,Casual,19
201612,Library and Archives Canada,Indeterminate,756
